1,한국지리 몰라도 잘 살고 있습니다<br>수학을 잘 알거든요
1,얼굴크기 차이 ㅋㅋ
1,민준이 갤럭시 쓰네.. 갤럭시가 살렸다
1,조규성선수 정말<br>멋지네여❤❤❤
1,그와중에 문쌤 키 180임 ㅋㅋ
1,근데 대학교 운동부 애들이랑 수업태도 매우 비슷해서 현실감 느껴짐
1,“쌤 식은 땀 나니까 떨어져!! 더러우니까..”
1,구교환아님?
1,규성이형 nba맨투맨 폼미쳤다~
1,오랜만이당 이제보니까 민준이가 불쌍하네
1,재밌다ㅋ
1,쌤 진짜 겁나 사랑스럽다
1,이사람 dp 드라마 나온사람 아님?
1,김루리 일병!
1,"<a href=""https://www.youtube.com/watch?v=2pi-PKzkwtA&amp;t=5m19s"">5:19</a> 지성이 형이 미트윌란 가레요"
1,아 토토싸이트 광고년들 떳노;;
1,조규성 축구선수면서 연기 왤케 잘해 ㅋㅋㅋ
1,문상훈 한큐
1,조규성 하..너무잘생겼어 힘들다진짜
1,하 ㅈㄴ 잘생깆
1,재밋네진짜 ㅋㅋㅋ
1,이땐 몰랐지 미트윌란으로 갈지
1,i wish their were english subtitles
1,조규성이 왜 여기에?ㅋㅋ
1,조규성 껄렁한 연기 좋다 ㅋ
1,선물 같은거 안 사왔넄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,저는 빠더너스 채널을 즐겨보는 중학생인데  이런 재미있는 영상을 올려주셔서 감사해요 그리고 재가 좋아하는 축구 선수 까지 ㅋㅋ 정말 덕분에 많이 웃었어요
1,규성아 사랑해 미남이 세상을 구한다
1,"<a href=""https://www.youtube.com/watch?v=2pi-PKzkwtA&amp;t=1m38s"">1:38</a> 칠판에 손바닥 땀ㅋㅋㅋ"
1,조규성 잘 됐으면 좋겠다!!!
1,약간 선수장난치듯 혼내는 코치님같다
1,문쌤 너무 귀야워요😁
1,이영상은 솔직히 다른거 모르겠고<br>조규성 너무 잘생긴듯 (〒▽〒)
1,안녕하세요.이 댓글을  똑같이 10번 반복하지않으면 당신은 ㅅㄱ시짇ㅅㄱㅈㄱㅈ
1,Lmfao I know this is the concept but why is everyone disrespecting this poor teacher 😅😅😅😂😂😂😂
1,안녕하세요 빠더너스님. 저는 도덕수업에서 선플달기 활동중인 중학교 2학년 학생입니다. 문쌤항상 매력적이고 귀엽습니다. 조규성선수님과의 키차이가 너무 설레요~ 매일 영상 올라오길 기다립니다. 항상 웃음 가득하시길 기원합니다. 아자아자 화이팅~^~^~
1,공격수 원톱 실력은 아니던데 ㅋㅋㅋㅋㅋ
1,조규성이랑 빈지노랑 목소리 닮지 않앗음?
1,나두 축구!!!
1,조규성 폼 미쳤다.
1,첨에 어디가는지 궁금해서 진지했는데 마지막에 밥 먹으러 간다했을때 개웃기네
1,조규성 썸넬 존잘;;
1,저 조규성 실물봤는데 지이이인짜 잘생겼어요ㅠㅠㅠ
1,문쌤 저희 담임선생님이랑 닮았어요
1,모야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,이노미 짜식들이 ㅋㅋㅋㅋㅋㅋㅋ
1,문쌤 왜 크냐
1,&quot;조&quot;씨
1,JJ=주(J)전자(J)
1,머리 크기가...
1,조규성 옷 아는 사람
1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,진짜 쌤이랑 학생같다
1,근데 문상훈씨는 왜 앞으로 나와계시나요?
1,"처음에 민준이, 운동부 듣고 승현님 생각난 사람들이면 개추 ㅋㅋ"
1,문쌤 눈 안마주치고 카메라 보고 말하는게 개웃기네 이게 프로다
1,소리 끄고 보면 조규성이 쌤 같음
