1,알리는 눈썰미 스탯100이상만
1,저걸 파는  곳  법적이 처벌 해야지
1,알리 사용자로써 여기서는최대삼만원 아래 구입해야한마디로 버려도 덜아쉬운 싸구려만 싸야한다
1,"짱깨는 그렇게싫어하면서 알리익스프레스, 타오바오같은 곳에서 직구는 그렇게많이하는 한국인들아...<br><br>제발 중국산은 웬만하면 거르자 제발"
1,"정부가 조금만 관심가지면, 짜가 수입 금방찿을듯??돈주먼 사이버애들 많챠나요, 쓸데없는 직원들 짜르고~~"
1,훠훠훠 듕국은 하늘과 같은 나라. 높게 우러러 봐야 합니돠 훠훠훠 쭵쭵
1,싸구려 근성에 사기당하는구나  한심하다 좋은상품이  왜 싸냐?
1,삼사통신사다 사기꾼들
1,빈대도 아마 중국직구를 통해 많이 들어왔을듯.... 특히 의류나 의자.가구 같은거에서 많이 섞여 들어왔을 가능성이 있음.
1,"살 걸 사야지. 대략 바가지나 설거지통, 청소솔 정도가 적당함."
1,남현희 덕분에 엄청난 광고효과 판매량 급증
1,한국경제와 기초 기본 사업을 망치는 중국 직수입을 금지해야 합니다
1,신기한 일이야 중국 중소기업 대기업 할거 없이 전부 베끼는것 밖에 할줄 모름<br>중국 인구가 14억 2천만인데 창의력이라고는 1도 없는게 신기할따름
1,알리익스프레스 10개중 8개는 불량이거나 조악한 제품 나머지 2개는 검증안된 짝퉁 싼맛에 시킬거면 불편함과 진짜일꺼란 환상은 버리고 주문하세요. ㅋㅋ
1,"세삼 스럽게, 중국 자체가 짜가다. 우리나라에 있는 중국인, 화교, 화인들도 재산 국고 환수 후 전부 추방 해야 합니다."
1,.... 그래서 중국산이 세계에서 제일 비싼거야....가짜 버리고 정품 다시 사야하니까...시간비용까지치면 두배정도 비싸네...
1,사지도 말고 쓰지도 마세요. 관계 안하닌가
1,전자제품은 역시 정품을 사야.... 알리는 그냥 의류 잡화 이런거 살때
1,중국이 중국했네
1,알리ㄹ금지 시켜 야지 쟤들물건에 뭐가 섞여 잇을줄알고
1,남현뤼 전청조 임테기냐?ㅋㅋㅋ
1,수돗물 임신ㅋㅋㅋㅋㅋ 제목보고 들어왔다
1,ㅋㅋㅋㅋ애초에 알리를 이용안하면 되지 ㅋㅋ
1,"알리에서 정품이란 걸 살 생각은 마세요 <br>그냥 신기한 제품, 장난감 이런거 살 생각으로 쇼핑하세요"
1,알리에 왜들어감요 ㅜㅜ 저런곳은 얼른 망해야죠
1,겨울일바지 사천원주고 알리서 삿다 국내 똑같은제품 만칠처넌하드라 배송비도 없어 알리 만쉐
1,중국제품쓰는 한국 년놈들 쓰레기들이다
1,와 역시 중국엔 성모 마리아님이 여럿 계시는구나 관계없이 임신 가능 ㅋ
1,짝퉁이라도 오면 다행이지.<br>3개월만에 벽돌 오는것 보다는 낫지.<br>저걸 짝퉁인걸 모르고 사리라 생각하냐.<br>허영심에 찌든 놈들이 사는거지.
1,중국.. 가끔 신기한 기인들이 있지만 대부분 거짓영상..<br>진리안만 뜨면 살면 재밌고 돈도 벌수있겠으나 속인들이 살기에는 위험천만한 곳..<br>23.11.9  목  익0118
1,정부는 저 딴 중국산 쓰레기 구입을 원천 차단하라.
1,중국꺼 싼맛에 쓰긴하는데 죄다 메이드인차이나인걸 우짭니까 없애버리던가 어캐좀하셈 ㅉ ㅏㅇ게들좀
1,중국 불량품이 많네요
1,쿠팡직구도 똑같이 사기치더라
1,노벨상 줘야겠네 수돗물로 임신을 다 시키고
1,저런거 사는 사람은 중고차 싸이트에서 벤츠 300에 판다고 사는 사람이랑 똑같은거 아닌가 ?
1,어밴져스 방패 스크래치 디자인 폰커버 구매했는거 수령해보니  프린트 ㅈㄴ 조악하게 해놔서 어이가 없더라😂 바로 양손으로 비틀어서 쓰레기통에 쳐박음
1,국내 오픈마켓에서도 짝퉁 팔아요. 알리와의 차이는 알리는 짝퉁 가격으로 짝퉁을 팔고 한국 오픈마켓에서는 짝퉁을 정품 가격으로 판매함.
1,중국물품 아직도 쓰나?<br>짝퉁에다 중국 김치에다.<br>누가 사용하냐..
1,그건 알바 아니고 저렴하게만 팔아라~ 무조건 산다!!!
1,애초에 중국 쇼핑 사이트에서 정품을 찾는거 자체가 코미디지.
1,알리 익스프레스는게 여기서 알았네요 sbs  고맙습니다.
1,이쯤되면 중국정부가 잘못하는 게 아니고 무능해서라고 밖에.. 한국이면 온 국민이 저모양인데 방법있겠나?
1,쓰던 말던 소비자 자유임
1,저 임테기 전청조가 쓴거 아냐? ㅋㅋㅋㅋ 남현희한테 임테기 개봉된거 줬다던데
1,임신테스트기는 애기가 간절한 부부에게는 마음에 상처가 될듯하네요.
1,중국 수법에 걸렸네 싸고 약간 쓸만한 제품들 많이 팔고 사람들 마음에 가성비로 여겨지면<br>짝퉁에 거의 쓸모없는 제품을 돈 받고 파는 것.
1,아니 짝퉁을 사는 사람도 문제 자꾸 사니깐 짝퉁이판치는거지
1,가짜 팔았으면 쇼핑몰에서 물어야지~~
1,마동석이 이새끼가 짝뚱판매몰(알리) 앞자비새끼임...그걸 홍보모델이라고 돈받고 그지랄
1,ck10a
1,섬해적<br>대륙도적
1,맨날 징징거리기만 하고 여전히 대책이 없구나.. 중국에 결국 잠식당하겟어.
1,유튜브 광고에 파는 브랜드 옷 대부분 중국산 가짜임 잘보고 사시길
