1,파김치갱 화이팅
1,영주님 인스타 궁금합니다..
1,이아저씨 개그맨이엇네
1,오프닝부터 진짜 아찔가든......
1,영주님 넘 이뻐요😮😮
1,도재욱?가족인가
1,어 이분 일본어로 헌팅 거절하는 분이시네
1,버스에서 보다가 웃참하기 개어려워서 끄고 집와서 봤는디 ㄹㅇ 미친놈처럼 웃음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,그래서 안경 쓴 분이 키드밀리 인거죠?
1,더 테러 라이브 그런건가
1,"썸네일 보고 뉴진스 하니인줄,,"
1,가터벨트 폼 미쳤다.
1,와 킫밀 안빼고 받는정도가 아니라 시킨사람 머릿속에서 나온것마냥 잘하네 ㅋㅋㅋㅋ 덕분에 엄청웃겼음 ㅋㅋㅋ
1,영주씨 이쁘네요
1,썸네일에 키드밀리 얼굴 없음ㅋㅋㅋㅋ
1,이거 진짜 뒤지게 웃김 몇번째 보러오는건지 ㅅㅂㅋㅋㅋ
1,아웃트로 자꾸 다나갓! 이러는 거같아서 급하게 나왔어요ㅋㅋㅋㅋㅋ
1,정원이 형 나도 솔론데 소개팅 좀 시켜주세요.
1,썰플리 그녀
1,ㅋㄹㅋㄹㄹㅋㄹㅋㅋ 아 키드밀리 존나 귀여워 진짜 웃는거 개에뻨ㄹㅋㄹㅋㅋㅋ
1,카더가든 취향 나후씨로 확정
1,키드밀리 화이팅
1,어 저 언니 나니? 언니다
1,키드밀리님 밝아보여서 너무 좋아요
1,그와중에 진짜 하만카돈 광고받고있는거 개웃기네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,낼 키드밀리 콘서트
1,내가본 유튜브 영상중에 제일많이웃었다 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,아니 여성분 두분이 순서대로 파이리 꼬부기 닮았네 원재는 피카츄닮았고 포켓몬스터 1화인가요
1,개가튼거님이 가끔 뇌절치는거를 키드밀리가 그냥 실행해버림 ㅋㅋㅋ ㅠㅠ
1,소개팅 영상 올라올 때 마다 키드밀리 재평가 ㅋㅋㅋㅋㅋㅋㅋㅋ
1,난 소개팅 컨텐츠 나오는 날마다 다시 와서 이 영상을 봐.. 키드밀리가 최고야 진짜ㅋㅋㅋㅋㅋ
1,재밌는데 슬퍼지네 ㅅㅂ...
1,간만에 빵터졌네ㅋㅋㅋㅋ
1,소개팅 시리즈 너무 웃김 ㄹㅇ ㅋㅋㅋㅋㅋㅋ
1,아니 미쳤냐곸ㅋㅋㅋㅋ 키밀ㅋㅋㅋㅋㅋㅋㅋㅋㅋ<br>왤캐 잘살렼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,여자분들 리액션이 좋네
1,진짜 ㅈㄴ웃기네 ㅋㅋㅋ
1,아 진짜 배아프다
1,칼든강도님 닉네임 월드컵있나?? 그거 직접 해보면 재밌겠다 ㅋㅋㅋㅋㅋ
1,하스스톤님 진짜 예능감 넘치시네요<br>피피엘도 진짜 잘하십니다!
1,밀리 왜케 열심히 잘해 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1,음색과 반대되는 남자..
1,맙소사
1,나후님 인스타 아시는분 ㅠㅠ
1,노영주 이분 석훈이형 유투브에 나왓던분이네. 헌팅당할때<br>일본인인척하시던 ㅋㅋ
1,ㅈ나 웃기네 ㅋㅋ
1,여자분 중에서 노영주님 인스타 아시나요?? 너무 이쁘셔서
1,씹ㅋㅋㅋㅋㅋ 저번 기획때까지는 반신반의 했는데 결과물 보니까 ㄹㅇ 지렸네 ㅋㅋㅋ 예능감 미쳤다 스낵타운형
1,카타르 월드컵 너무 잘봤어요
