1,이게 목소리 빰치네 ㄷㄷ
1,아니 이게 맞나?..
1,아모 입덕한지 얼마 안돼서 저 영상 실친이 소개시켜주길래 봤는데 진짜 레전드네..
1,난 아모님이 남자인거 알았어 알았다구 아는 사람이여서 웃겼다곸ㅋㅋㅋ
1,자 여러분 저게 여자로 보인다면 공파리파가 고마워용하고 있는걸 생각해봅시다
1,"<a href=""https://www.youtube.com/watch?v=C16d1Myo8fg&amp;t=4m03s"">4:03</a> &quot;누군가한테 여자라고하고 소개 시켜주고 싶다&quot; 뭐임 ㅋㅋㅋㅋㅋ"
1,아직까지도 안 맏긴다...ㅅㅂ... 저게 어케 남자야...
1,개구릿대때문에 계속 알고리즘 여기로 뜨네 무친ㅋㅋㅋ진짜..<br>안누르고 언제까지 뜨나 봤느데 열번가까이 뜸
1,이영상을 만약 자희님이 보시면 어케될까?
1,놀랍게도 이게 거의 200만... ㅋㅋ?
1,왜 저목소리가 남잔데 여자중에서도 예뻐..
1,근데 진짜 찐 목소리임?ㅋㅋㅋ
1,"<a href=""https://www.youtube.com/watch?v=C16d1Myo8fg&amp;t=02m04s"">02:04</a> 목소리가 딱 내 이상형인데...."
1,아무리 들어봐도 인정 못하겠다...흐아..
1,아모님이당
1,마지막 저건 ㄹㅇ 남자라고 해도 못믿을 목소린디 남자가 저런 목소리 내면 걸걸한 느낌이 드는데 저건 걸걸한건 개뿔 너무 청아한데
1,아직도 ㅋㅋㅋ ㅠㅠ
1,목소리가 나보다 더 여자같아...나도 저런 여성여성한 목소리를 원해..내 개떡같은 목소리 말고
1,아는동생도 헬창에 상남자인데 목소리가 저럼 그래서 밖에나가면 모든 대화를 나혼자함 힘들어 죽음 헬창에 무서운점 밥먹으면 운동함
1,와...  목소리 신기하다. 그지같은 내 목소리로는 좀 부럽네..
1,에엥? 왜 변기 벽에....
1,"<a href=""https://www.youtube.com/watch?v=C16d1Myo8fg&amp;t=4m10s"">4:10</a> ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ<br>변기 벽에다 싸는 거 진짜 남자의 국룰 ㅋㅋㅋ"
1,와 저건 남자1지ㅋㅋ((동료애
1,이게 마인드 브레이커인가.....배워야게따
1,ㅋ
1,아니 내 목소리보다 이쁘면 어떡하라고ㅠㅠ
1,공파리파님 혹시 그 전화 하는거 있잖아요 무슨 앱을 쓰는건가요?? 저도 해보고 싶어서요
1,진짜 여자 맞아요? 목소리가 여자보다 예쁜데?
1,제가 아는사람중 하나도 남잔데 여자같고 여목내면 나보다 목소리가 더 여자같은......
1,저분 유튜버이신뎅
1,아모님이 왜거기서 나와..?
1,이게 아모님이셨네.. ㄷㄷ
1,저 사람 유튜브 알고리즘에 뜬 &quot;남자인데 여자 기숙사 배정 받았다&quot; 그 사람 아닌가
1,아모언니?!?
1,아모님팬임~
1,아 저도 헷갈렸었어요..ㅠㅠㅋㅋㅋㅋ
1,아모님이였네...?
1,아모님 팬이 여기로 넘어왔습니다^^ ㅋㅋㅋㅋㅋㅋ아 진짜 ㅋㅋㅋㅋㅋ우리 아모님 남자 맞는데 ㅋㅋㅋㅋㅋㅋㅋ
1,"<a href=""https://www.youtube.com/watch?v=C16d1Myo8fg&amp;t=2m05s"">2:05</a>  아모님 어디서 들어 본 목리리하고 <br>어디서 본 캐리터더니 레알 아모님이네ㅋㅋㅋ<br>아닐수도 있는데 게속 들을수록 그 아모닝  목소리 갔고싶다ㅋㅋㅋ 여목 좀더 연습 해야겠다"
1,어 머야 아모님이자너
1,ㅋㅋㅋㅋㅋ 아모님은 전형적인 트수리머이십니다 ㅋㅋㅋ
1,여목하는 유튜버들 다들 자기가 남자여서 남자가 뭔목소리 좋아하는지 알아서 목소리 ㅈㄴ예쁨ㅋㅋㅋㅋ 근데 저건 그게아니네....?
1,아름.. 아 아니.. 멋지십니다
1,오히려 좋아 ?
