1,최고다
1,니가 소파냐~
1,52세 ㅎ  젊다요 ㅎ굿
1,얍샆이  윤탴
1,빠글장 산나물밥 진짜 맛나것네요 맛있게 드시고  병얼른나으셔서  행복하세요
1,남편 잘 만나셨어요.굴뚝 화로 특허내셔도 될것 같으네요.
1,너무 아름답고 싱그러운 어여뿐 여인 입니다<br>건강 잘지켜서<br>서방님께서 주말마다 여인보러오는 낙으로 살게<br>어여뿐여인님 행복 하세요~~^^❤
1,티비에서 봤습니다 <br>인심도 후하시고 정말 잘 보았습니다 <br>윤택 씨 엄청 잘 먹고 재작진들도<br>대접 받고  저도 먹고 싶고 성우 형석 씨도 침 많이 흘렸을 것이라고 생각합니다 😊
1,왠지 송은이 느낌이 나요 ㅎㅎ<br>자연인하고 송은이 두분다 좋은 사람 🎉🌼 행복하세요 🙏🏼
1,대박  나는 자연인이다
1,우리 엄마 생각이 나네요 항상 긍정에너지 멋지세요 얼른 완쾌하고 오래 행복하게 사시길 빌게요~‼️
1,첩첩산중이네요 늘 항상 행복하시고 건강하세요..
1,티비 내일 아침
1,이분도...파란만장한 삸으로  고생했다 <br>발게...자연스러운 모습이 <br>화이팅 열심히 살다보면 반드시...축복합니다 😇👏🤩💯🙏
1,모든 사람들이 다 비슷한 경험을 하는군요..<br>성공하기 위해 달려가다가..실패라는 경험과 시련을 겪고 나면..<br>그 무엇보다 자기 자신이 제일 중요하다는걸 비로소 깨닫게 되는....<br><br>저도 36년을 남을 위해 살고...남 눈치만 보고..남에게 피해를 안주려고 노력했는데..<br>결국 제 자신을 못 돌봐서.. 힘든 시간을 보냈습니다...지금은 다 지난 일이고...<br>더 늦지 않게 저 자신을 위해 살수 있어서..다행이라고 생각합니다..<br>본인 먼저 재대로 서야...남도 돌아볼 여유가 생기는건가 봐요..<br>응원합니다...건강하게 오래사세요..~
1,손도 크고 마음도 크고 목소리도 크고<br>대박 여인네십니다<br>오래오래 건강하게 행복하소서~^^
1,중간중간 오디오비는거 킹받네ㅠ
1,😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊
1,자연인분 긍정적이고 활발하신 모습을 보니 건강이 넘처나네요 ㅡ<br>자연속에서 건강하세요~^
1,화이팅입니다
1,침이 꼴각 넘어가네요 맛있겠다
1,원피스 루피 실사판. 항상 건강하시고 행복하세요.
1,재주가 많으신 씩씩한 여자분<br>인생을 즐겁게 사실 줄 아는<br>저도 저렇게 살고 싶어요~^^
1,여자가 버리는것이 없네 애국자고 가정도 알뜰하고 100년은 걱정없소 천하의 현모양처요  나라에도 애국자 내가내몸생각하면 애국자요 꼭한번봐요 엄마야~~~^^♡
